refebibl-id,type-code,type-name,title,author,journal-name,pubi-year,volume,isseue,serno,page,pubilisher,doi,arti-id,degree,university,department,artiId,url,citation-day,site-name,registration-day,conference-name,modern_liter,unified_title
REF029288072,5,학위논문,모성의 수용 양상 : 신경숙과 공선옥의 소설을 중심으로,구번일,,2001,,,,,,,,석사,연세대학교 대학원,,ART001688447,,,,,,기존,모성의 수용 양상 : 신경숙과 공선옥의 소설을 중심으로
REF029288073,3,단행본,치매와 가족,장우심,,2002,,,,335-341,학지사,,,,,,ART001688447,,,,,,기존,치매와 가족
REF029288074,3,단행본,"여성 삶의 복원에 대하여, In 박완서 문학 길찾기",김경수,,2000,,,,268-277,세계사,,,,,,ART001688447,,,,,,기존,"여성 삶의 복원에 대하여, In 박완서 문학 길찾기"
REF029288075,3,단행본,"정상성과 병리성의 경계에 선 모성, In 모성의 담론과 현실",김수진,,1999,,,,314-315,나남출판,,,,,,ART001688447,,,,,,기존,정상성과 병리성의 경계에 선 모성 in: 모성의 담론과 현실
REF029288076,3,단행본,"한국문학 속의 노인성문학, In 문학사의 새 영역",김윤식,,2007,,,,336-366,강,,,,,,ART001688447,,,,,,기존,"한국문학 속의 노인성문학, In 문학사의 새 영역"
REF029288077,5,학위논문,박완서 소설의 노년문제 연구,김혜경,,2004,,,,,,,,석사,충남대학교 대학원,,ART001688447,,,,,,기존,박완서 소설의 노년 문제 연구
REF029288078,3,단행본,"어머니의 딸, 딸의 어머니, 그 대물림, In 한국문학과 모성성",박선경,,1998,,,,153-157,태학사,,,,,,ART001688447,,,,,,기존,"어머니의 딸, 딸의 어머니, 그 대물림, In 한국문학과 모성성"
REF029288079,5,학위논문,치매 노인 주부양자의 질병 인식 과정,성미라,,2012,,,,,,,,박사,조선대학교 대학원,,ART001688447,,,,,,기존,치매 노인 주부양자의 질병 인식 과정
REF029288080,5,학위논문,중년의 치매에 관한 인식과 태도 : 사ㆍ오십대를 중심으로,송영희,,2003,,,,,,,,석사,동덕여자대학교 여성개발대학원,사회복지,ART001688447,,,,,,기존,중년의 치매에 관한 인식과 태도 : 사ㆍ오십대를 중심으로
REF029288081,3,단행본,"오정희 초기소설에 나타난 모성성 연구, In 한국문학과 모성성",심진경,,1998,,,,227-229,태학사,,,,,,ART001688447,,,,,,기존,오정희 초기소설에 나타난 모성성 연구 in: 한국문학과 모성성
REF029288082,3,단행본,"엄마의 말뚝 연작소설과 모녀 관계의 은유/환유 체계, In 한국문학과 모성성",안숙원,,1998,,,,193-195,태학사,,,,,,ART001688447,,,,,,기존,"엄마의 말뚝 연작소설과 모녀 관계의 은유/환유 체계, In 한국문학과 모성성"
REF029288083,1,학술지(정기간행물),"흔들리는 텍스트의 관습적 독서  신경숙 『엄마를 부탁해』(창작과 비평사, 2008)",이선옥,페미니즘연구,2009,9,1,,159-167,한국여성연구소,,ART001338290,,,,ART001688447,,,,,,기존,"흔들리는 텍스트의 관습적 독서  신경숙 『엄마를 부탁해』(창작과 비평사, 2008)"
REF029288084,3,단행본,치매의 원인과 치료,이윤로,,1996,,,,13-30,학문사,,,,,,ART001688447,,,,,,기존,치매의 원인과 치료
REF029288085,3,단행본,하리하리의 몸 이야기,이은희,,2010,,,,123-135,해나무,,,,,,ART001688447,,,,,,기존,하리하리의 몸 이야기
REF029288086,5,학위논문,치매어머니와 함께 음악치료과정에 참여하는 딸의 경험 : 시설위탁을 결심하고,이인애,,2009,,,,,,,,석사,이화여자대학교 교육대학원,,ART001688447,,,,,,기존,치매어머니와 함께 음악치료과정에 참여하는 딸의 경험 : 시설위탁을 결심하고
REF029288087,3,단행본,"이야기군 박완서의 삶의 지평 넓히기, In 박완서 문학 길찾기",임옥희,,2000,,,,129-145,세계사,,,,,,ART001688447,,,,,,기존,"이야기꾼 박완서의 삶의 지평 넓히기, 박완서 문학 길찾기"
REF029288088,3,단행본,한국 현대 노년소설 연구,전흥남,,2011,,,,113-117,집문당,,,,,,ART001688447,,,,,,기존,한국 현대 노년소설 연구
REF029288089,1,학술지(정기간행물),소설 속에 나타난 여성의 삶과 나이먹기,정영자,여성연구논집,2005,16,,,16-29,,,,,,,ART001688447,,,,,,기존,소설 속에 나타난 여성의 삶과 나이먹기
REF029288090,3,단행본,"｢사소한 그러나 잊을 수 없는 일｣의 복원을 위하여 - 박완서론, In 한국노년문학 3",조회경,,2002,,,,93-102,푸른사상,,,,,,ART001688447,,,,,,기존,"｢사소한 그러나 잊을 수 없는 일｣의 복원을 위하여 - 박완서론, In 한국노년문학 3"
REF029288091,5,학위논문,한국 현대 노년소설 연구,최명숙,,2005,,,,,,,,박사,경원대학교 대학원,,ART001688447,,,,,,기존,한국 현대 노년소설 연구
REF029288092,3,단행본,노인성 치매 연구,한경희,,2002,,,,31-38,교문사,,,,,,ART001688447,,,,,,기존,노인성 치매 연구
REF029288093,3,단행본,여성의 몸,한국여성연구소,,2005,,,,328-340,창비,,,,,,ART001688447,,,,,,기존,여성의 몸
REF029288094,3,단행본,은유로서의 질병,"Sontag, Susan",,2002,,,,32-33,이후,,,,,,ART001688447,,,,,,기존,은유로서의 질병
REF029288095,3,단행본,여성의 몸 여성의 지혜,"Northrup, Christiane",,2000,,,,401-403,한문화,,,,,,ART001688447,,,,,,기존,여성의 몸 여성의 지혜
REF029288096,3,단행본,만들어진 모성,"Elisabeth, Badinter",,2009,,,,211-338,동녘,,,,,,ART001688447,,,,,,기존,만들어진 모성
REF029288097,3,단행본,어머니의 신화,"thurer, Shari L",,1997,,,,309-401,까치,,,,,,ART001688447,,,,,,기존,어머니의 신화
REF029288098,3,단행본,가부장제이론,"Walby, Sylvia",,1998,,,,166-192,이화여대 출판부,,,,,,ART001688447,,,,,,기존,가부장제 이론
REF029288099,3,단행본,치매공포,하시즈메 고지,,1997,,,,44-48,둥지,,,,,,ART001688447,,,,,,기존,치매공포
REF028387819,3,단행본,달라진 선택,강선규,,2008,,,,-,문학예술출판사,,,,,,ART001672453,,,,,,기존,달라진 선택
REF028387820,3,단행본,"교정의 륜리, In 진군길",강선규,,2000,,,,-,문학예술종합출판사,,,,,,ART001672453,,,,,,기존,"교정의 륜리, In 진군길"
REF028387821,3,단행본,한 연구사에 대한 추억,김동렬,,1987,,,,-,문예출판사,,,,,,ART001672453,,,,,,기존,한 연구사에 대한 추억
REF028387822,3,단행본,"약속, In 전환",김동렬,,1985,,,,-,문예출판사,,,,,,ART001672453,,,,,,기존,"약속, In 전환"
REF028387823,1,학술지(정기간행물),흥미와 진실을 론하고 싶어－중편소설 ‘교정의 륜리’를 놓고(평론),김려숙,조선문학,2001,9,,,-,,,,,,,ART001672453,,,,,,기존,흥미와 진실을 론하고 싶어－중편소설 ‘교정의 륜리’를 놓고(평론)
REF028387824,1,학술지(정기간행물),"값높이 떨치라, 조선지식인의 삶을: 장편소설 『달라진 선택』을 두고(평론)",김선일,조선문학,2009,2,,,-,,,,,,,ART001672453,,,,,,기존,"값높이 떨치라, 조선지식인의 삶을: 장편소설 『달라진 선택』을 두고(평론)"
REF028387825,1,학술지(정기간행물),생활의 단면을 통해 밝혀진 의의있는 문제성(평론),김선일,조선문학,2004,12,,,-,,,,,,,ART001672453,,,,,,기존,생활의 단면을 통해 밝혀진 의의있는 문제성(평론)
REF028387826,3,단행본,"모기 발순(發巡), In 객수산록",김원우,,2002,,,,-,문학동네,,,,,,ART001672453,,,,,,기존,"모기 발순(發巡), In 객수산록"
REF028387827,1,학술지(정기간행물),청춘시설과의 약속,김진경,조선문학,2009,8,,,-,,,,,,,ART001672453,,,,,,기존,청춘시설과의 약속
REF028387828,1,학술지(정기간행물),내사랑 저하늘,리라순,조선문학,2007,4,,,-,,,,,,,ART001672453,,,,,,기존,내사랑 저하늘
REF028387829,1,학술지(정기간행물),시대의 요구와 작가의 형상세계－올해 상반년도 ‘조선문학' 잡지에 발표된 단편소설들을 두고(평론),리창유,조선문학,2007,8,,,-,,,,,,,ART001672453,,,,,,기존,시대의 요구와 작가의 형상세계－올해 상반년도 ‘조선문학' 잡지에 발표된 단편소설들을 두고(평론)
REF028387830,1,학술지(정기간행물),앞서가는 발자국,박원성,조선문학,2009,8,,,-,,,,,,,ART001672453,,,,,,기존,앞서가는 발자국
REF028387831,3,단행본,"비애의 장(章), In 박완서 단편소설 전집 4",박완서,,1999,,,,-,문학동네,,,,,,ART001672453,,,,,,기존,"비애의 장(章), In 박완서 단편소설 전집 4"
REF028387832,3,단행본,"생명, In 산촌풍경",백남룡,,2008,,,,-,문학예술출판사,,,,,,ART001672453,,,,,,기존,"생명, In 산촌풍경"
REF028387833,1,학술지(정기간행물),평범한 생활에 대한 깊이 있는 탐구 속에서－최근 ‘조선문학’에 실린 과학자형상 주제의 단편소설들에 대한 소감(평론),안성,조선문학,2003,6,,,-,,,,,,,ART001672453,,,,,,기존,평범한 생활에 대한 깊이 있는 탐구 속에서－최근 ‘조선문학’에 실린 과학자형상 주제의 단편소설들에 대한 소감(평론)
REF028387834,1,학술지(정기간행물),대학 시간,오광철,조선문학,2003,8,,,-,,,,,,,ART001672453,,,,,,기존,대학 시간
REF028387835,3,단행본,"하루는 이런 일이, In 윤흥길 소설집－아홉켤레의 구두로 남은 사내",윤흥길,,1991,,,,-,문학과 지성사,,,,,,ART001672453,,,,,,기존,"하루는 이런 일이, In 윤흥길 소설집－아홉켤레의 구두로 남은 사내"
REF028387836,3,단행본,"숨은 그림찾기1, In 나비넥타이",이윤기,,1999,,,,-,민음사,,,,,,ART001672453,,,,,,기존,"숨은 그림찾기1, In 나비넥타이"
REF028387837,3,단행본,나의 교단,최상순,,1989,,,,-,물결,,,,,,ART001672453,,,,,,기존,나의 교단
REF028387838,3,단행본,새벽별,최상순,,1987,,,,-,문예출판사,,,,,,ART001672453,,,,,,기존,새벽별
REF028387839,1,학술지(정기간행물),림형빈 교수,최윤의,조선문학,2004,8,,,-,,,,,,,ART001672453,,,,,,기존,림형빈 교수
REF028387840,1,학술지(정기간행물),가을향기,최치성,조선문학,2011,5,,,-,,,,,,,ART001672453,,,,,,기존,가을향기
REF028387841,3,단행본,대학시절,허문길,,1990,,,,-,금성청년출판사,,,,,,ART001672453,,,,,,기존,대학시절
REF028387842,1,학술지(정기간행물),대학교수는 무엇으로 사는가?,김명인,황해문화,2010,,봄,,-,새얼문화재단,,,,,,ART001672453,,,,,,기존,대학교수는 무엇으로 사는가?
REF028387843,1,학술지(정기간행물),지식인 소설의 새로운 양상,김병덕,한국문예창작,2011,10,2,,5월 24일,한국문예창작학회,,ART001582480,,,,ART001672453,,,,,,기존,지식인 소설의 새로운 양상
REF028387844,1,학술지(정기간행물),1987년 이후 진보적 지식생산의 변화 : 진보적 지식공동체를 중심으로,김원,경제와 사회,2008,,77,,33-57,비판사회학회,,ART001244231,,,,ART001672453,,,,,,기존,1987년 이후 진보적 지식생산의 변화 : 진보적 지식공동체를 중심으로
REF028387845,1,학술지(정기간행물),남한의 체제 및 정치적 사건에 대한 북한문학의 비판 양상 고찰,김종회,현대문학이론연구,2010,,40,,341-358,현대문학이론학회,,ART001434422,,,,ART001672453,,,,,,기존,남한의 체제 및 정치적 사건에 대한 북한문학의 비판 양상 고찰
REF028387846,3,단행본,"북한소설에 투영된 스승과 제자 이미지, In 작품으로 읽은 북한 문학의 변화와 전망",김종회,,2007,,,,-,역락,,,,,,ART001672453,,,,,,기존,"북한소설에 투영된 스승과 제자 이미지, In 작품으로 읽은 북한 문학의 변화와 전망"
REF028387847,3,단행본,"작가는 시대의 앞장에서 생활을 선도하는 기수, In 새문학건설",김하명,,2010,,,,-,사회과학출판사,,,,,,ART001672453,,,,,,기존,"작가는 시대의 앞장에서 생활을 선도하는 기수, In 새문학건설"
REF028387848,1,학술지(정기간행물),최근 북한 문학작품의 특성- 항구성과 변화의 양상을 중심으로 -,김현숙,한중인문학연구,2004,,13,,80-111,한중인문학회,,ART001105266,,,,ART001672453,,,,,,기존,최근 북한 문학작품의 특성- 항구성과 변화의 양상을 중심으로 -
REF028387849,5,학위논문,북한의 인테리 정책 연구 : 인테리의 체제유지 기능을 중심으로,박가연,,2003,,,,,,,,석사,서강대학교 대학원,정치외교학과,ART001672453,,,,,,기존,북한의 인테리 정책 연구 : 인테리의 체제유지 기능을 중심으로
REF028387850,3,단행본,"대학 교수, In 당대비평11",박노자,,2000,,,,-,생각의 나무,,,,,,ART001672453,,,,,,기존,"대학 교수, In 당대비평11"
REF028387851,5,학위논문,조선로동당의 지식인 정책과 변화 연구(1945-1961),박미연,,2005,,,,,,,,석사,동국대학교 대학원,북한학과,ART001672453,,,,,,기존,조선로동당의 지식인 정책과 변화 연구(1945-1961)
REF028387852,1,학술지(정기간행물),‘선군시대’의 북한문학예술 연구,박영정,통일연구,2003,7,,,-,연세대학교 통일연구원,,,,,,ART001672453,,,,,,기존,‘선군시대’의 북한문학예술 연구
REF028387853,3,단행본,"남조선문학을 론함(1985), In 문학과 현대성",박종성,,1985,,,,-,문학예술출판사,,,,,,ART001672453,,,,,,기존,"남조선문학을 론함(1985), In 문학과 현대성"
REF028387854,3,단행본,"주체의 시대, 북한문학의 양식, In 북한 문학예술의 장르론적 이해",오창은,,2010,,,,-,경진,,,,,,ART001672453,,,,,,기존,"주체의 시대, 북한문학의 양식, In 북한 문학예술의 장르론적 이해"
REF028387855,3,단행본,"우리시대 지식인의 초상, In 당대비평4",이광일,,1998,,,,-,생각의 나무,,,,,,ART001672453,,,,,,기존,"우리시대 지식인의 초상, In 당대비평4"
REF028387856,3,단행본,"북한 사회주의 리얼리즘 문학의 특징, In 북한 문학예술의 실제",이주미,,2003,,,,-,한국문화사,,,,,,ART001672453,,,,,,기존,"북한 사회주의 리얼리즘 문학의 특징, In 북한 문학예술의 실제"
REF028387857,5,학위논문,북한 역사소설 연구,임옥규,,2005,,,,,,,,박사,홍익대학교 대학원,국어국문학과,ART001672453,,,,,,기존,북한 역사소설 연구
REF028387858,3,단행본,"북한 문예창작방법론의 정전, 『주체문학론』, In 주체의 환영: 북한 문예이론에 대한 비판적 이해",임옥규,,2011,,,,-,경진,,,,,,ART001672453,,,,,,기존,"북한 문예창작방법론의 정전, 『주체문학론』, In 주체의 환영: 북한 문예이론에 대한 비판적 이해"
REF028387859,1,학술지(정기간행물),김정일 시대 북한의 지식인 정책,전미영,사회과학연구,2008,16,2,,170-199,사회과학연구소,,ART001273726,,,,ART001672453,,,,,,기존,김정일 시대 북한의 지식인 정책
REF028387860,1,학술지(정기간행물),세기말 한국의 지식인 담론 및 지식인 사회에 대한 비판적 성찰,전상인,비교사회,2000,3,,,-,한국비교사회학회,,,,,,ART001672453,,,,,,기존,세기말 한국의 지식인 담론 및 지식인 사회에 대한 비판적 성찰
REF028387861,3,단행본,"학문사회에 대한 기말 리포트, In 모색3",호한용,,2002,,,,-,갈무리,,,,,,ART001672453,,,,,,기존,"학문사회에 대한 기말 리포트, In 모색3"
REF028387862,3,단행본,"북한의 문예이론, In 북한의 문학과 문예이론",홍기삼,,2003,,,,-,동국대학교출판부,,,,,,ART001672453,,,,,,기존,"북한의 문예이론, In 북한의 문학과 문예이론"
REF028387863,3,단행본,생활탐구와 소설창작,강선규,,1989,,,,-,교육도서출판사,,,,,,ART001672453,,,,,,기존,생활탐구와 소설창작
REF028387864,3,단행본,창작수업,강선규,,1984,,,,-,김형직사범대학,,,,,,ART001672453,,,,,,기존,창작수업
REF028387865,3,단행본,청춘,강선규,,1980,,,,-,문예출판사,,,,,,ART001672453,,,,,,기존,청춘
REF028387866,3,단행본,소수성의 정치학,고병권,,2007,,,,-,그린비,,,,,,ART001672453,,,,,,기존,소수성의 정치학
REF028387867,3,단행본,그이듬해,김동렬,,1983,,,,-,문예출판사,,,,,,ART001672453,,,,,,기존,그이듬해
REF028387868,3,단행본,작품의 심리묘사,김려숙,,1994,,,,-,문학예술종합출판사,,,,,,ART001672453,,,,,,기존,작품의 심리묘사
REF028387869,3,단행본,철학적 심오성과 문학예술작품,김용부,,2002,,,,-,문학예술출판사,,,,,,ART001672453,,,,,,기존,철학적 심오성과 문학예술작품
REF028387870,3,단행본,주체문학론,김정일,,1992,,,,-,조선로동당출판사,,,,,,ART001672453,,,,,,기존,주체문학론
REF028387871,3,단행본,주체문학건설,김정웅,,2007,,,,-,문학예술출판사,,,,,,ART001672453,,,,,,기존,주체문학건설
REF028387872,3,단행본,소설문학,김흥섭,,2006,,,,-,문학예술출판사,,,,,,ART001672453,,,,,,기존,소설문학
REF028387873,3,단행본,주체의 환영: 북한 문예이론에 대한 비판적 이해,김선아,,2011,,,,-,경진,,,,,,ART001672453,,,,,,기존,주체의 환영: 북한 문예이론에 대한 비판적 이해
REF028387874,3,단행본,북한의 문학과 문예이론,동국대학교 한국문학연구소,,2003,,,,-,동국대학교출판부,,,,,,ART001672453,,,,,,기존,북한의 문학과 문예이론
REF028387875,3,단행본,주체의 문예관과 외국문학,리기도,,1996,,,,-,문학예술종합출판사,,,,,,ART001672453,,,,,,기존,주체의 문예관과 외국문학
REF028387876,3,단행본,사회주의와 지식인문제,리상걸,,1995,,,,-,사회과학출판사,,,,,,ART001672453,,,,,,기존,사회주의와 지식인문제
REF028387877,3,단행본,작가의 창작적 사색과 예술적 환상,방형찬,,1992,,,,-,문예출판사,,,,,,ART001672453,,,,,,기존,작가의 창작적 사색과 예술적 환상
REF028387878,3,단행본,주체의 문학창작,서재경,,2007,,,,-,문학예술출판사,,,,,,ART001672453,,,,,,기존,주체의 문학창작
REF028387879,3,단행본,북한 문학의 지형도,이명자,,2008,,,,-,이화여자대학교출판부,,,,,,ART001672453,,,,,,기존,북한 문학의 지형도
REF028387880,3,단행본,주체의 문예관,윤종성 외,,2000,,,,-,문학예술종합출판사,,,,,,ART001672453,,,,,,기존,주체의 문예관
REF028387881,3,단행본,소설창작과 구성,장희숙,,2000,,,,-,문학예술종합출판사,,,,,,ART001672453,,,,,,기존,소설창작과 구성
REF028387882,3,단행본,북한의 문학예술 운영체계와 문예 이론,전영선,,2002,,,,-,역락,,,,,,ART001672453,,,,,,기존,북한의 문학예술 운영체계와 문예 이론
REF028387883,3,단행본,(탈식민지 시대 지식인의)글 읽기와 삶 읽기 I,조혜정,,1992,,,,-,또하나의 문화,,,,,,ART001672453,,,,,,기존,(탈식민지 시대 지식인의)글 읽기와 삶 읽기  1
REF028387884,3,단행본,국경을 세 번 건넌 여자 최진이,최진이,,2005,,,,-,북하우스,,,,,,ART001672453,,,,,,기존,국경을 세 번 건넌 여자 최진이
REF028387885,3,단행본,조선로동당 인테리정책의 빛나는 력사,차용현,,2005,,,,-,사회과학출판사,,,,,,ART001672453,,,,,,기존,조선로동당 인테리정책의 빛나는 력사
REF028387886,3,단행본,느티나무,최상순,,1991,,,,-,문예출판사,,,,,,ART001672453,,,,,,기존,느티나무
REF028387887,3,단행본,조선 비판적 사실주의 문학 연구,한중모,,2010,,,,-,사회과학출판사,,,,,,ART001672453,,,,,,기존,조선 비판적 사실주의 문학 연구
REF028387888,7,기타자료,2012년 2월 9일 인터뷰,박강필,,,,,,,,,,,,,ART001672453,,,,,,기존,2012년 2월 9일 인터뷰
REF027959696,3,단행본,"부끄러움을 가르칩니다, In 단편소설전집 1",박완서,,2008,,,,-,문학동네,,,,,,ART001669949,,,,,,기존,"부끄러움을 가르칩니다, In 단편소설전집 1"
REF027959697,3,단행본,"배반의 여름, In 단편소설전집 2",박완서,,2006,,,,-,문학동네,,,,,,ART001669949,,,,,,기존,"배반의 여름, In 단편소설전집 2"
REF027959698,3,단행본,"그의 외롭고 쓸쓸한 밤, In 단편소설전집 3 ",박완서,,2006,,,,-,문학동네,,,,,,ART001669949,,,,,,기존,"그의 외롭고 쓸쓸한 밤, In 단편소설전집 3 "
REF027959699,3,단행본,"저녁의 해후, In 단편소설전집 4",박완서,,2006,,,,-,문학동네,,,,,,ART001669949,,,,,,기존,"저녁의 해후, In 단편소설전집 4"
REF027959700,3,단행본,"나의 가장 나종 지니인 것, In 단편소설전집 5",박완서,,2006,,,,-,문학동네,,,,,,ART001669949,,,,,,기존,"나의 가장 나종 지니인 것, In 박완서 단편소설 전집 5"
REF027959701,3,단행본,"그 여자네 집, In 단편소설전집 6",박완서,,2009,,,,-,문학동네,,,,,,ART001669949,,,,,,기존,"그 여자네 집, In 단편소설전집 6"
REF027959775,3,단행본,박완서 소설에 나타난 도시와 모성,강인숙,,1997,,,,-,,,,,,,ART001669949,,,,,,기존,박완서 소설에 나타난 도시와 모성
REF027959776,3,단행본,한국의 근대와 근대성,김경일,,2003,,,,-,백산서당,,,,,,ART001669949,,,,,,기존,한국의 근대와 근대성
REF027959777,3,단행본,프로이트의 환자들,김서영,,2010,,,,-,웅진씽크빅,,,,,,ART001669949,,,,,,기존,프로이트의 환자들
REF027959778,3,단행본,한국문학에 있어서의 집 그리고 가족의 문제,김정자,,1992,,,,-,우리문학사,,,,,,ART001669949,,,,,,기존,한국문학에 있어서의 집 그리고 가족의 문제
REF027959779,3,단행본,문학 속의 서울,장두식,,2007,,,,-,생각의나무,,,,,,ART001669949,,,,,,기존,문학 속의 서울
REF027959780,1,학술지(정기간행물),여성소설에 나타난<집>의 의미 연구-1980년 이후 소설을 중심으로-,류은숙,여성문학연구,2002,,7,,293-322,한국여성문학학회,,ART000888530,,,,ART001669949,,,,,,기존,여성소설에 나타난<집>의 의미 연구-1980년 이후 소설을 중심으로-
REF027959781,3,단행본,아파트의 문화사,박철수,,2006,,,,-,살림,,,,,,ART001669949,,,,,,기존,아파트의 문화사
REF027959782,1,학술지(정기간행물),대중소설에 묘사된 아파트의 부정적 속성에 대한 건축학적 해석,박철수,대한건축학회논문집 계획계,2010,26,1,,65-75,대한건축학회,,ART001416622,,,,ART001669949,,,,,,기존,대중소설에 묘사된 아파트의 부정적 속성에 대한 건축학적 해석
REF027959784,1,학술지(정기간행물),아파트 공간에 대한 문화적 저항과 수락―박완서의 닮은 방들 과 이동하의 홍소 를 중심으로,오창은,어문논집,2005,33,,,-,,,,,,,ART001669949,,,,,,기존,아파트 공간에 대한 문화적 저항과 수락―박완서의 닮은 방들 과 이동하의 홍소 를 중심으로
REF027959785,3,단행본,한국현대소설사,이재선,,1991,,,,-,민음사,,,,,,ART001669949,,,,,,기존,한국현대소설사
REF027959786,3,단행본,근대적 주거 공간의 탄생,이진경,,2000,,,,-,소명출판사,,,,,,ART001669949,,,,,,기존,근대적 주거 공간의 탄생
REF027959787,3,단행본,"한국의 주택, 그 유형과 변천사",임창복,,2011,,,,-,돌베개,,,,,,ART001669949,,,,,,기존,"한국의 주택, 그 유형과 변천사"
REF027959788,3,단행본,한국 주거의 미시사,전남일,,2009,,,,-,돌베개,,,,,,ART001669949,,,,,,기존,한국 주거의 미시사
REF027959789,3,단행본,한국주거의 사회사,홍형옥,,2008,,,,-,돌베개,,,,,,ART001669949,,,,,,기존,한국주거의 사회사
REF027959790,1,학술지(정기간행물),박완서 노년소설의 젠더시학,정미숙 ; 유제분,한국문학논총,2010,,54,,273-300,한국문학회,,ART001438956,,,,ART001669949,,,,,,기존,박완서 노년소설의 젠더시학
REF027959791,3,단행본,이야기를 걷다,조갑상,,2006,,,,-,산지니,,,,,,ART001669949,,,,,,기존,이야기를 걷다
REF027959792,5,학위논문,1970년대 한국 도시소설 연구,최영숙,,2007,,,,,,,,박사,창원대학교 대학원,,ART001669949,,,,,,기존,1970년대 한국 도시소설 연구
REF027959793,3,단행본,집의 지형,하창수,,2007,,,,-,신생,,,,,,ART001669949,,,,,,기존,집의 지형
REF027959794,3,단행본,집의 지층,하창수,,2007,,,,-,신생,,,,,,ART001669949,,,,,,기존,집의 지층
REF027959795,3,단행본,표상 공간의 근대,이효덕,,2002,,,,-,소명출판,,,,,,ART001669949,,,,,,기존,표상 공간의 근대
REF027959796,3,단행본,"젠더, 정체성, 장소",린다 맥도웰,,2010,,,,-,한울,,,,,,ART001669949,,,,,,기존,"젠더, 정체성, 장소"
REF027959797,3,단행본,젠더 트러블,Judith Butler,,2008,,,,-,문학동네,,,,,,ART001669949,,,,,,기존,젠더 트러블
REF027959798,3,단행본,아파트 공화국,V. 줄레조,,2007,,,,-,후마니타스,,,,,,ART001669949,,,,,,기존,아파트 공화국
REF027959799,3,단행본,친밀성의 거래,오재림,,2009,,,,-,에코리브르,,,,,,ART001669949,,,,,,기존,친밀성의 거래
REF027959800,3,단행본,장소와 장소상실,애드워드 렐프,,2005,,,,-,논형,,,,,,ART001669949,,,,,,기존,장소와 장소상실
REF027959801,3,단행본,모빌리티와 장소,신나경,,2010,,,,-,심산출판사,,,,,,ART001669949,,,,,,기존,모빌리티와 장소
REF027959802,3,단행본,공간과 장소,구동회,,1995,,,,-,대윤,,,,,,ART001669949,,,,,,기존,공간과 장소
REF027635029,1,학술지(정기간행물),"‘황진이 서사’를 다룬 남과 북의 역사소설, 그 허구적 진실 - 홍석중과 김탁환의 ‘황진이 서사’를 중심으로",고명철,시민인문학,2009,,16,,43-66,인문과학연구소,,ART001327398,,,,ART001654347,,,,,,기존,"‘황진이 서사’를 다룬 남과 북의 역사소설, 그 허구적 진실 - 홍석중과 김탁환의 ‘황진이 서사’를 중심으로"
REF027635030,5,학위논문,한국 근대 역사소설의 장르론적 연구,공임순,,2001,,,,,,,,박사,서강대학교 대학원,국어국문학,ART001654347,,,,,,기존,한국 근대 역사소설의 장르론적 연구
REF027635031,1,학술지(정기간행물),삼국사기와 삼국유사: 역사와 문학의 만남,김기봉 ; 김미애 ; 김혜경,시민인문학,2009,,16,,67-96,인문과학연구소,,ART001327399,,,,ART001654347,,,,,,기존,삼국사기와 삼국유사: 역사와 문학의 만남
REF027635032,1,학술지(정기간행물),대학 교양교육의 위기와 인문학의 미래,김성우 ; 최종덕,시대와 철학,2009,20,1,,11-42,한국철학사상연구회,,ART001335839,,,,ART001654347,,,,,,기존,대학 교양교육의 위기와 인문학의 미래
REF027635033,3,단행본,"사실과 허구 사이, In 수필을 어떻게 쓸 것인가",김소운,,1984,,,,-,교음사,,,,,,ART001654347,,,,,,기존,"사실과 허구 사이, In 수필을 어떻게 쓸 것인가"
REF027635034,1,학술지(정기간행물),한국수필의 문제점과 그 극복 : 젊은 독자가 원하는 수필,김우종,수필공원 19,,,겨울,,-,,,,,,,ART001654347,,,,,,기존,한국수필의 문제점과 그 극복 : 젊은 독자가 원하는 수필
REF027635035,3,단행본,"기억의 묘사 – 박완서론, In 작가론4",김윤식,,1996,,,,-,솔,,,,,,ART001654347,,,,,,기존,"기억의 묘사 – 박완서론, In 작가론4"
REF027635036,3,단행본,한국현대장르비평론,김준오,,1990,,,,-,문학과지성사,,,,,,ART001654347,,,,,,기존,한국현대장르비평론
REF027635037,3,단행본,"수필의 문학적 영역, In 수필문학 35",김진섭,,1975,,,,-,수필문학사,,,,,,ART001654347,,,,,,기존,"수필의 문학적 영역, In 수필문학 35"
REF027635038,3,단행본,"장르론의 반성과 전망, In 국문학의 탐구",김학성,,1987,,,,-,성균관대출판부,,,,,,ART001654347,,,,,,기존,"장르론의 반성과 전망, In 국문학의 탐구"
REF027635039,3,단행본,"가사 장르 성격 재론, In 국문학의 탐구",김학성,,1987,,,,-,성균관대 출판부,,,,,,ART001654347,,,,,,기존,"가사 장르 성격 재론, In 국문학의 탐구"
REF027635040,3,단행본,"장르론의 전망과 경기체가, In 백영 정병욱 선생 환갑기념논총",김흥규,,1982,,,,-,신구문화사,,,,,,ART001654347,,,,,,기존,"장르론의 전망과 경기체가, In 백영 정병욱 선생 환갑기념논총"
REF027635041,3,단행본,한국적 장르론과 장르보편성,김창현,,2005,,,,-,지식산업사,,,,,,ART001654347,,,,,,기존,한국적 장르론과 장르보편성
